ID1 ID2 nb_sup2 sum_sup2 Sex1 State1 Region1 Sex2 State2 Region2
HG04063 HG04056 7 23.025 2 ITU SAS 1 ITU SAS
HG04070 NA21120 6 18.907 2 ITU SAS 2 GIH SAS
HG04075 HG04038 18 49.402 2 STU SAS 2 STU SAS
HG04076 HG00122 6 15.206 2 ITU SAS 2 GBR EUR
HG04080 NA18967 5 12.749 1 ITU SAS 1 JPT EAS
HG04090 HG03721 9 22.273 2 ITU SAS 2 ITU SAS
HG04093 NA11893 8 20.671 1 ITU SAS 1 CEU EUR
HG04094 NA20906 7 19.561 1 ITU SAS 2 GIH SAS
HG04096 HG03718 9 24.153 1 ITU SAS 1 ITU SAS
HG04098 HG01801 8 22.109 1 ITU SAS 2 CDX EAS
HG04099 NA20899 4 12.606 2 STU SAS 2 GIH SAS
HG04100 NA18535 9 24.789 1 STU SAS 2 CHB EAS
HG04106 HG03943 29 82.382 2 STU SAS 1 STU SAS
HG04107 HG03943 18 56.275 1 STU SAS 1 STU SAS
HG04118 NA11891 4 12.992 2 ITU SAS 1 CEU EUR
HG04127 HG04038 20 60.754 1 STU SAS 2 STU SAS
HG04131 NA11893 6 16.296 1 BEB SAS 1 CEU EUR
HG04132 HG03815 5 14.083 2 BEB SAS 1 BEB SAS
HG04134 HG03919 7 16.389 1 BEB SAS 2 BEB SAS
HG04135 NA18998 4 11.358 2 BEB SAS 2 JPT EAS
HG04140 NA20875 4 12.404 1 BEB SAS 2 GIH SAS
HG04141 HG01679 8 22.199 2 BEB SAS 2 IBS EUR
HG04144 NA11891 6 17.652 2 BEB SAS 1 CEU EUR
HG04146 HG03943 5 13.884 1 BEB SAS 1 STU SAS
HG04147 NA20899 6 16.884 2 BEB SAS 2 GIH SAS
HG04149 HG03850 3 12.526 1 BEB SAS 1 STU SAS
HG04150 NA07034 8 19.009 2 BEB SAS 1 CEU EUR
HG04152 HG03947 8 19.518 1 BEB SAS 2 STU SAS
HG04153 HG00436 5 14.459 2 BEB SAS 1 CHS EAS
HG04155 NA12058 5 14.646 1 BEB SAS 2 CEU EUR
HG04156 HG01492 5 13.126 2 BEB SAS 2 CLM AMR
HG04158 HG01531 8 21.18 1 BEB SAS 2 IBS EUR
HG04159 HG03611 8 21.21 2 BEB SAS 2 BEB SAS
HG04161 HG04162 14 35.96 1 BEB SAS 2 BEB SAS
HG04162 HG04161 14 35.96 2 BEB SAS 1 BEB SAS
HG04164 HG01142 8 25.204 1 BEB SAS 1 CLM AMR
HG04171 NA20832 4 14.329 2 BEB SAS 2 TSI EUR
HG04173 NA20758 6 19.877 1 BEB SAS 1 TSI EUR
HG04174 NA19682 6 17.088 2 BEB SAS 1 MXL AMR
HG04176 HG01531 7 16.363 1 BEB SAS 2 IBS EUR
HG04177 NA18628 4 11.669 2 BEB SAS 2 CHB EAS
HG04180 HG03643 6 16.36 2 BEB SAS 2 STU SAS
HG04182 NA20786 4 12.296 1 BEB SAS 2 TSI EUR
HG04183 HG01679 6 16.082 2 BEB SAS 2 IBS EUR
HG04185 HG00500 8 22.505 1 BEB SAS 1 CHS EAS
HG04186 HG03941 14 48.386 2 BEB SAS 1 BEB SAS
HG04188 NA20863 5 14.652 1 BEB SAS 1 GIH SAS
HG04189 HG00458 4 12.595 2 BEB SAS 2 CHS EAS
HG04191 HG04192 75 226.88 1 BEB SAS 2 BEB SAS
HG04192 HG04191 75 226.88 2 BEB SAS 1 BEB SAS
HG04194 HG01254 4 12.052 1 BEB SAS 2 CLM AMR
HG04195 NA20906 7 22.105 2 BEB SAS 2 GIH SAS
HG04198 HG04200 17 54.866 1 ITU SAS 2 ITU SAS
HG04200 HG04198 17 54.866 2 ITU SAS 1 ITU SAS
HG04202 HG02399 5 13.628 2 ITU SAS 1 CDX EAS
HG04206 NA19651 4 12.175 1 ITU SAS 2 MXL AMR
HG04209 NA18550 5 14.089 2 ITU SAS 2 CHB EAS
HG04210 HG03695 6 18.892 1 STU SAS 1 STU SAS
HG04211 HG02058 6 15.903 1 ITU SAS 1 KHV EAS
HG04212 HG03943 5 15.051 2 ITU SAS 1 STU SAS
HG04214 HG03673 7 18.108 2 ITU SAS 2 STU SAS
HG04216 HG03977 6 17.205 2 ITU SAS 2 ITU SAS
HG04219 HG01801 6 17.188 1 ITU SAS 2 CDX EAS
HG04222 HG01679 6 16.255 1 ITU SAS 2 IBS EUR
HG04225 NA11893 5 12.248 1 ITU SAS 1 CEU EUR
HG04227 HG03943 8 21.956 2 STU SAS 1 STU SAS
HG04229 HG03943 7 20.62 1 STU SAS 1 STU SAS
HG04235 HG02648 6 17.646 1 ITU SAS 1 PJL SAS
HG04238 HG01992 6 17.248 1 ITU SAS 2 PEL AMR
HG04239 NA21124 7 18.411 1 ITU SAS 1 GIH SAS
NA06984 NA07346 27 94.54 1 CEU EUR 2 CEU EUR
NA06985 NA12812 9 39.304 2 CEU EUR 1 CEU EUR
NA06986 NA11829 22 70.309 1 CEU EUR 1 CEU EUR
NA06989 NA12155 34 145.404 2 CEU EUR 1 CEU EUR
NA06993 NA07022 55 202.855 1 CEU EUR 1 CEU EUR
NA06994 NA12892 34 123.816 1 CEU EUR 2 CEU EUR
NA07000 NA20758 6 19.289 2 CEU EUR 1 TSI EUR
NA07022 NA06993 55 202.855 1 CEU EUR 1 CEU EUR
NA07031 NA12043 78 264.434 2 CEU EUR 1 CEU EUR
NA07034 NA12340 19 64.637 1 CEU EUR 1 CEU EUR
NA07037 NA12340 13 35.361 2 CEU EUR 1 CEU EUR
NA07045 NA12813 474 1863.6 2 CEU EUR 2 CEU EUR
NA07051 NA11893 11 25.625 1 CEU EUR 1 CEU EUR
NA07055 NA12046 40 131.605 2 CEU EUR 2 CEU EUR
NA07056 NA06993 41 150.59 2 CEU EUR 1 CEU EUR
NA07345 HG00102 8 26.277 2 CEU EUR 2 GBR EUR
NA07346 NA06984 27 94.54 2 CEU EUR 1 CEU EUR
NA07347 NA12546 9 27.056 1 CEU EUR 1 CEU EUR
NA07357 NA12777 9 23.645 1 CEU EUR 1 CEU EUR
NA07435 NA11891 9 29.722 1 CEU EUR 1 CEU EUR
NA11829 NA06986 22 70.309 1 CEU EUR 1 CEU EUR
NA11830 HG01924 9 23.748 2 CEU EUR 2 PEL AMR
NA11831 HG01437 5 15.39 1 CEU EUR 1 CLM AMR
NA11832 HG03652 5 13.497 2 CEU EUR 1 PJL SAS
NA11839 HG02407 5 14.332 1 CEU EUR 1 CDX EAS
NA11840 HG00323 5 15.778 2 CEU EUR 2 FIN EUR
NA11843 NA12044 4 11.241 1 CEU EUR 2 CEU EUR
NA11881 NA11893 10 26.637 1 CEU EUR 1 CEU EUR
NA11882 NA07034 20 63.984 2 CEU EUR 1 CEU EUR
NA11891 NA07435 9 29.722 1 CEU EUR 1 CEU EUR
NA11892 NA12489 8 21.941 2 CEU EUR 2 CEU EUR
NA11893 NA12264 27 92.527 1 CEU EUR 1 CEU EUR
NA11894 HG01679 8 19.799 2 CEU EUR 2 IBS EUR
NA11917 HG02231 7 22.617 1 CEU EUR 1 IBS EUR
NA11918 NA06984 8 21.851 2 CEU EUR 1 CEU EUR
NA11919 NA12763 7 22.165 1 CEU EUR 2 CEU EUR
NA11920 NA12264 7 18.936 2 CEU EUR 1 CEU EUR
NA11930 HG01707 7 18.231 1 CEU EUR 2 IBS EUR
NA11931 NA11933 62 186.375 2 CEU EUR 2 CEU EUR
NA11932 NA12383 51 148.805 1 CEU EUR 2 CEU EUR
NA11933 NA11931 62 186.375 2 CEU EUR 2 CEU EUR
NA11992 HG00112 7 18.592 1 CEU EUR 1 GBR EUR
NA11993 HG00476 7 21.616 2 CEU EUR 2 CHS EAS
NA11994 HG02291 8 20.957 1 CEU EUR 1 PEL AMR
NA11995 HG02291 6 16.456 2 CEU EUR 1 PEL AMR
NA12003 NA20586 6 18.034 1 CEU EUR 1 TSI EUR
NA12004 NA12274 6 14.858 2 CEU EUR 1 CEU EUR
NA12005 NA20540 7 19.8 1 CEU EUR 2 TSI EUR
NA12006 NA12749 8 21.535 2 CEU EUR 2 CEU EUR
NA12043 NA07031 78 264.434 1 CEU EUR 2 CEU EUR
NA12044 NA12413 8 21.216 2 CEU EUR 1 CEU EUR
NA12045 NA12046 22 66.068 1 CEU EUR 2 CEU EUR
NA12046 NA07055 40 131.605 2 CEU EUR 2 CEU EUR
NA12056 NA12383 9 31.387 1 CEU EUR 2 CEU EUR
NA12057 NA12155 6 16.069 2 CEU EUR 1 CEU EUR
NA12058 HG03629 7 21.494 2 CEU EUR 1 PJL SAS
NA12144 NA19723 4 12.584 1 CEU EUR 1 MXL AMR
NA12145 NA07034 6 16.154 2 CEU EUR 1 CEU EUR
NA12146 NA20756 9 22.064 1 CEU EUR 2 TSI EUR
NA12154 NA11893 10 26.836 1 CEU EUR 1 CEU EUR
NA12155 NA12264 70 258.825 1 CEU EUR 1 CEU EUR
NA12156 HG03989 6 17.172 2 CEU EUR 2 STU SAS
NA12234 NA20763 4 13.104 2 CEU EUR 1 TSI EUR
NA12236 HG01679 8 22.287 2 CEU EUR 2 IBS EUR
NA12239 NA07345 5 15.114 2 CEU EUR 2 CEU EUR
NA12248 HG00500 8 23.611 1 CEU EUR 1 CHS EAS
NA12249 HG01789 4 12.291 2 CEU EUR 1 GBR EUR
NA12264 NA12155 70 258.825 1 CEU EUR 1 CEU EUR
NA12272 HG03989 8 25.404 1 CEU EUR 2 STU SAS
NA12273 HG01204 9 25.657 2 CEU EUR 1 PUR AMR
NA12274 NA12761 16 42.105 1 CEU EUR 2 CEU EUR
NA12275 NA06986 7 17.793 2 CEU EUR 1 CEU EUR
NA12282 HG03643 8 21.143 1 CEU EUR 2 STU SAS
NA12283 HG03989 6 17.402 2 CEU EUR 2 STU SAS
NA12286 HG00132 4 10.662 1 CEU EUR 2 GBR EUR
NA12287 HG00108 7 20.472 2 CEU EUR 1 GBR EUR
NA12340 NA07034 19 64.637 1 CEU EUR 1 CEU EUR
NA12341 NA19682 8 23.962 2 CEU EUR 1 MXL AMR
NA12342 NA07045 7 23.008 1 CEU EUR 2 CEU EUR
NA12343 HG03977 8 20.619 2 CEU EUR 2 ITU SAS
NA12347 NA07034 10 24.316 1 CEU EUR 1 CEU EUR
NA12348 NA12046 7 21.544 2 CEU EUR 2 CEU EUR
NA12383 NA11932 51 148.805 2 CEU EUR 1 CEU EUR
NA12399 HG01679 8 23.995 1 CEU EUR 2 IBS EUR
NA12400 HG01805 6 19.57 2 CEU EUR 2 CDX EAS
NA12413 NA12872 10 25.276 1 CEU EUR 1 CEU EUR
NA12414 NA12775 9 33.124 2 CEU EUR 1 CEU EUR
NA12489 NA11892 8 21.941 2 CEU EUR 2 CEU EUR
NA12546 NA07347 9 27.056 1 CEU EUR 1 CEU EUR
NA12716 NA12777 7 19.946 1 CEU EUR 1 CEU EUR
NA12717 HG00442 7 18.996 2 CEU EUR 1 CHS EAS
NA12718 HG01765 7 18.913 2 CEU EUR 1 IBS EUR
NA12748 NA11931 38 136.581 1 CEU EUR 2 CEU EUR
NA12749 NA20906 10 28.464 2 CEU EUR 2 GIH SAS
NA12750 NA07034 8 22.225 1 CEU EUR 1 CEU EUR
NA12751 HG00189 5 14.604 2 CEU EUR 1 FIN EUR
NA12760 NA12830 73 245.974 1 CEU EUR 2 CEU EUR
NA12761 NA07031 33 121.709 2 CEU EUR 2 CEU EUR
NA12762 HG03490 4 12.051 1 CEU EUR 1 PJL SAS
NA12763 NA11919 7 22.165 2 CEU EUR 1 CEU EUR
NA12775 NA12414 9 33.124 1 CEU EUR 2 CEU EUR
NA12776 HG02223 6 14.519 2 CEU EUR 2 IBS EUR
NA12777 NA20813 9 25.905 1 CEU EUR 2 TSI EUR
NA12778 HG00244 6 15.057 2 CEU EUR 1 GBR EUR
NA12812 NA06985 9 39.304 1 CEU EUR 2 CEU EUR
NA12813 NA07045 474 1863.6 2 CEU EUR 2 CEU EUR
NA12814 HG00115 5 14.836 1 CEU EUR 1 GBR EUR
NA12815 HG00115 5 15.235 2 CEU EUR 1 GBR EUR
NA12827 NA12046 8 21.251 1 CEU EUR 2 CEU EUR
NA12828 HG03007 9 26.892 2 CEU EUR 2 BEB SAS
NA12829 NA11919 6 17.142 1 CEU EUR 1 CEU EUR
NA12830 NA12760 73 245.974 2 CEU EUR 1 CEU EUR
NA12842 NA20815 8 23.122 1 CEU EUR 1 TSI EUR
NA12843 HG02231 8 24.527 2 CEU EUR 1 IBS EUR
NA12872 NA11893 10 25.866 1 CEU EUR 1 CEU EUR
NA12873 NA06984 8 25.63 2 CEU EUR 1 CEU EUR
NA12874 HG01789 5 15.871 1 CEU EUR 1 GBR EUR
NA12875 HG00274 7 20.732 2 CEU EUR 2 FIN EUR
NA12889 NA12546 8 21.773 1 CEU EUR 1 CEU EUR
NA12890 NA12383 12 36.74 2 CEU EUR 2 CEU EUR
NA12891 HG01810 7 19.105 1 CEU EUR 1 CDX EAS
NA12892 NA06994 34 123.816 2 CEU EUR 1 CEU EUR
NA18486 NA19117 4 9.931 1 YRI AFR 1 YRI AFR
NA18487 HG02808 4 10.894 1 YRI AFR 2 GWD AFR
NA18488 HG02561 6 15.1 2 YRI AFR 1 GWD AFR
NA18489 HG02012 4 10.201 2 YRI AFR 2 ACB AFR
NA18498 HG02052 3 10.567 1 YRI AFR 2 ACB AFR
NA18499 HG02645 3 8.419 2 YRI AFR 1 GWD AFR
NA18501 HG03250 3 9.403 1 YRI AFR 2 GWD AFR
NA18502 NA18915 4 11.114 2 YRI AFR 1 YRI AFR
NA18504 NA18505 8 22.845 1 YRI AFR 2 YRI AFR
NA18505 NA18504 8 22.845 2 YRI AFR 1 YRI AFR
NA18507 HG03521 4 10.328 1 YRI AFR 1 ESN AFR
NA18508 HG02052 4 16.855 2 YRI AFR 2 ACB AFR
NA18510 NA18868 5 14.481 1 YRI AFR 1 YRI AFR
NA18511 NA19144 6 15.548 2 YRI AFR 1 YRI AFR
NA18516 HG02144 4 11.77 1 YRI AFR 2 ACB AFR
NA18517 HG03049 2 6.141 2 YRI AFR 2 GWD AFR
NA18519 NA18877 2 11.38 1 YRI AFR 1 YRI AFR
NA18520 HG02322 3 10.091 2 YRI AFR 2 ACB AFR
NA18522 HG00122 4 10.951 1 YRI AFR 2 GBR EUR
NA18523 HG03202 3 8.778 2 YRI AFR 1 ESN AFR
NA18525 NA19005 7 15.861 2 CHB EAS 1 JPT EAS
NA18526 HG02356 5 15.518 2 CHB EAS 1 CDX EAS
NA18528 NA12749 8 19.888 2 CHB EAS 2 CEU EUR
NA18530 HG02291 5 14.453 1 CHB EAS 1 PEL AMR
NA18531 NA18573 8 24.283 2 CHB EAS 2 CHB EAS
NA18532 HG02155 5 15.253 2 CHB EAS 2 CDX EAS
NA18533 HG02086 5 14.929 2 CHB EAS 2 KHV EAS
NA18534 NA18971 7 21.582 1 CHB EAS 1 JPT EAS
NA18535 NA18573 9 25.697 2 CHB EAS 2 CHB EAS
NA18536 HG04164 6 17.51 1 CHB EAS 1 BEB SAS
NA18537 NA20906 7 22.819 2 CHB EAS 2 GIH SAS
NA18538 NA19004 5 14.402 2 CHB EAS 1 JPT EAS
NA18539 HG00881 5 12.8 2 CHB EAS 1 CDX EAS
NA18541 HG00446 5 13.09 2 CHB EAS 2 CHS EAS
NA18542 HG00418 7 19.392 2 CHB EAS 1 CHS EAS
NA18543 HG01679 6 16.076 1 CHB EAS 2 IBS EUR
NA18544 NA18623 5 13.55 1 CHB EAS 1 CHB EAS
NA18545 HG03746 7 19.415 2 CHB EAS 1 STU SAS
NA18546 HG01142 4 12.836 1 CHB EAS 1 CLM AMR
NA18547 HG02122 4 12.233 2 CHB EAS 1 KHV EAS
NA18548 HG01110 6 17.672 1 CHB EAS 1 PUR AMR
NA18549 HG01801 6 17.445 1 CHB EAS 2 CDX EAS
NA18550 HG03643 8 20.862 2 CHB EAS 2 STU SAS
NA18552 HG03977 6 16.305 2 CHB EAS 2 ITU SAS
NA18553 HG02399 7 19.183 2 CHB EAS 1 CDX EAS
NA18555 NA18982 6 19.044 2 CHB EAS 1 JPT EAS
NA18557 NA11829 7 17.694 1 CHB EAS 1 CEU EUR
NA18558 HG02277 7 19.039 1 CHB EAS 1 PEL AMR
NA18559 HG02265 4 12.532 1 CHB EAS 1 PEL AMR
NA18560 HG01951 4 11.969 2 CHB EAS 2 PEL AMR
NA18561 HG00543 5 14.602 1 CHB EAS 2 CHS EAS
NA18562 HG02399 5 14.397 1 CHB EAS 1 CDX EAS
NA18563 HG01801 8 23.393 1 CHB EAS 2 CDX EAS
NA18564 NA19070 5 14.853 2 CHB EAS 1 JPT EAS
NA18565 HG02184 5 14.646 2 CHB EAS 2 CDX EAS
NA18566 NA20899 6 16.297 2 CHB EAS 2 GIH SAS
NA18567 NA19055 7 19.459 2 CHB EAS 1 JPT EAS
NA18570 HG02364 7 17.464 2 CHB EAS 1 CDX EAS
NA18571 HG01168 5 14.187 2 CHB EAS 2 PUR AMR
NA18572 NA18982 6 16.938 1 CHB EAS 1 JPT EAS
NA18573 NA18535 9 25.697 2 CHB EAS 2 CHB EAS
NA18574 HG04019 5 15.161 2 CHB EAS 1 ITU SAS
NA18577 HG01679 8 21.098 2 CHB EAS 2 IBS EUR
NA18579 HG03589 4 12.806 2 CHB EAS 2 BEB SAS
NA18582 NA19741 4 12.258 2 CHB EAS 1 MXL AMR
NA18591 NA18941 5 13.743 2 CHB EAS 2 JPT EAS
NA18592 HG02084 8 21.141 2 CHB EAS 2 KHV EAS
NA18593 HG02137 5 14.11 2 CHB EAS 1 KHV EAS
NA18595 HG01801 8 24.7 2 CHB EAS 2 CDX EAS
NA18596 HG03746 7 18.45 2 CHB EAS 1 STU SAS
NA18597 NA11829 6 14.437 2 CHB EAS 1 CEU EUR
NA18599 NA18982 6 18.027 2 CHB EAS 1 JPT EAS
NA18602 NA18563 4 9.757 2 CHB EAS 1 CHB EAS
NA18603 HG01531 8 24.83 1 CHB EAS 2 IBS EUR
NA18605 HG02128 7 17.284 1 CHB EAS 1 KHV EAS
NA18606 NA18956 5 13.161 1 CHB EAS 2 JPT EAS
NA18608 HG00176 7 18.502 1 CHB EAS 2 FIN EUR
NA18609 NA18531 8 20.716 1 CHB EAS 2 CHB EAS
NA18610 HG01951 7 19.755 2 CHB EAS 2 PEL AMR
NA18611 NA18631 5 15.084 1 CHB EAS 2 CHB EAS
NA18612 HG03914 6 17.327 1 CHB EAS 1 BEB SAS
NA18613 HG00879 6 17.842 1 CHB EAS 2 CDX EAS
NA18614 HG02090 6 16.966 2 CHB EAS 1 PEL AMR
NA18615 HG02058 3 10.053 2 CHB EAS 1 KHV EAS
NA18616 NA18595 7 18.62 2 CHB EAS 2 CHB EAS
NA18617 HG02690 5 14.407 2 CHB EAS 1 PJL SAS
NA18618 HG01679 9 21.57 2 CHB EAS 2 IBS EUR
NA18619 HG00500 8 22.884 2 CHB EAS 1 CHS EAS
NA18620 HG01982 6 19.877 1 CHB EAS 1 PEL AMR
NA18621 HG00879 4 13.127 1 CHB EAS 2 CDX EAS
NA18622 NA18940 5 14.296 1 CHB EAS 1 JPT EAS
NA18623 HG00190 5 14.029 1 CHB EAS 1 FIN EUR
NA18624 HG02406 4 10.91 1 CHB EAS 1 CDX EAS
NA18625 NA18612 6 16.162 2 CHB EAS 1 CHB EAS
NA18626 HG02271 7 18.18 2 CHB EAS 1 PEL AMR
NA18627 NA18613 5 13.171 2 CHB EAS 1 CHB EAS
NA18628 HG02364 9 23.015 2 CHB EAS 1 CDX EAS
NA18629 HG00476 5 13.709 1 CHB EAS 2 CHS EAS
NA18630 HG01865 7 19.769 2 CHB EAS 1 KHV EAS
NA18631 NA19004 6 19.917 2 CHB EAS 1 JPT EAS
NA18632 NA12842 5 12.457 1 CHB EAS 1 CEU EUR
NA18633 HG01867 5 11.4 1 CHB EAS 1 KHV EAS
NA18634 HG01810 4 12.305 2 CHB EAS 1 CDX EAS
NA18635 HG00672 5 11.8 1 CHB EAS 2 CHS EAS
NA18636 HG01046 5 15.019 1 CHB EAS 2 CDX EAS
NA18637 NA20813 7 18.086 1 CHB EAS 2 TSI EUR
NA18638 HG03977 4 12.806 1 CHB EAS 2 ITU SAS
NA18639 HG02351 6 14.47 1 CHB EAS 1 CDX EAS
NA18640 HG04100 8 22.605 2 CHB EAS 1 STU SAS
NA18641 HG01951 7 21.88 2 CHB EAS 2 PEL AMR
NA18642 NA19011 7 17.456 2 CHB EAS 2 JPT EAS
NA18643 HG01395 5 14.325 1 CHB EAS 1 PUR AMR
NA18644 HG03849 7 21.927 2 CHB EAS 2 STU SAS
NA18645 NA18964 5 14.266 1 CHB EAS 2 JPT EAS
NA18646 HG04227 5 13.819 2 CHB EAS 2 STU SAS
NA18647 HG02231 5 15.429 1 CHB EAS 1 IBS EUR
NA18648 NA18535 8 25.044 1 CHB EAS 2 CHB EAS
NA18740 NA12272 4 12.886 1 CHB EAS 1 CEU EUR
NA18745 HG03943 7 17.57 1 CHB EAS 1 STU SAS
NA18747 NA19741 5 14.484 1 CHB EAS 1 MXL AMR
NA18748 HG01046 5 15.092 1 CHB EAS 2 CDX EAS
NA18749 HG01813 4 12.707 1 CHB EAS 2 CDX EAS
NA18757 HG02399 5 14.103 1 CHB EAS 1 CDX EAS
NA18852 HG03571 5 15.77 2 YRI AFR 1 MSL AFR
NA18853 NA18861 8 20.191 1 YRI AFR 2 YRI AFR
NA18855 NA18511 4 15.3 2 YRI AFR 2 YRI AFR
NA18856 HG00122 4 10.991 1 YRI AFR 2 GBR EUR
NA18858 NA19036 3 8.148 2 YRI AFR 2 LWK AFR
NA18859 NA19093 4 11.024 1 YRI AFR 2 YRI AFR
NA18861 NA19127 5 20.818 2 YRI AFR 2 YRI AFR
NA18864 NA19095 6 18.802 2 YRI AFR 2 YRI AFR
NA18865 NA19152 4 10.998 1 YRI AFR 2 YRI AFR
NA18867 NA19117 4 11.081 2 YRI AFR 1 YRI AFR
NA18868 NA18510 5 14.481 1 YRI AFR 1 YRI AFR
NA18870 HG03163 12 35.612 2 YRI AFR 1 ESN AFR
NA18871 NA18923 4 9.987 1 YRI AFR 1 YRI AFR
NA18873 HG02337 5 16.285 2 YRI AFR 2 ACB AFR
NA18874 NA18864 3 10.022 1 YRI AFR 2 YRI AFR
NA18876 NA19147 5 14.405 2 YRI AFR 2 YRI AFR
NA18877 NA18519 2 11.38 1 YRI AFR 1 YRI AFR
NA18878 HG02805 6 19.768 2 YRI AFR 2 GWD AFR
NA18879 HG03190 3 8.977 1 YRI AFR 1 ESN AFR
NA18881 HG01914 3 9.343 2 YRI AFR 1 ACB AFR
NA18907 HG02557 4 10.663 2 YRI AFR 1 ACB AFR
NA18908 NA20282 4 11.152 1 YRI AFR 2 ASW AFR
NA18909 HG03271 4 10.69 2 YRI AFR 1 ESN AFR
NA18910 HG03072 3 9.874 1 YRI AFR 1 MSL AFR
NA18912 NA19144 7 20.701 2 YRI AFR 1 YRI AFR
NA18915 HG01958 5 14.929 1 YRI AFR 2 ACB AFR
NA18916 HG02808 5 13.251 2 YRI AFR 2 GWD AFR
NA18917 HG02442 3 8.997 1 YRI AFR 1 ACB AFR
NA18923 NA19257 12 39.971 1 YRI AFR 2 YRI AFR
NA18924 NA18916 3 8.292 2 YRI AFR 2 YRI AFR
NA18933 HG02760 5 14.018 2 YRI AFR 2 GWD AFR
NA18934 HG02322 4 13.137 1 YRI AFR 2 ACB AFR
NA18939 HG03849 5 14.7 2 JPT EAS 2 STU SAS
NA18940 HG03977 7 19.901 1 JPT EAS 2 ITU SAS
NA18941 HG03643 9 27.257 2 JPT EAS 2 STU SAS
NA18942 HG00704 6 17.487 2 JPT EAS 1 CHS EAS
NA18943 HG01801 6 18.304 1 JPT EAS 2 CDX EAS
NA18944 HG01865 7 18.015 1 JPT EAS 1 KHV EAS
NA18945 HG01951 7 20.625 1 JPT EAS 2 PEL AMR
NA18946 NA07034 8 19.662 2 JPT EAS 1 CEU EUR
NA18947 NA11893 6 16.12 2 JPT EAS 1 CEU EUR
NA18948 HG01801 6 20.205 1 JPT EAS 2 CDX EAS
NA18949 HG01679 6 14.733 2 JPT EAS 2 IBS EUR
NA18950 HG01028 5 13.466 2 JPT EAS 1 CDX EAS
NA18951 HG00879 6 17.068 2 JPT EAS 2 CDX EAS
NA18952 HG01951 6 16.965 1 JPT EAS 2 PEL AMR
NA18953 HG01805 8 24.249 1 JPT EAS 2 CDX EAS
NA18954 NA19087 6 15.745 2 JPT EAS 2 JPT EAS
NA18956 HG02277 8 21.85 2 JPT EAS 1 PEL AMR
NA18957 NA18595 7 20.007 2 JPT EAS 2 CHB EAS
NA18959 NA18982 7 18.951 1 JPT EAS 1 JPT EAS
NA18960 HG04191 6 13.183 1 JPT EAS 1 BEB SAS
NA18961 NA19064 5 10.811 1 JPT EAS 2 JPT EAS
NA18962 NA18610 5 14.065 1 JPT EAS 2 CHB EAS
NA18963 NA12813 5 14.202 2 JPT EAS 2 CEU EUR
NA18964 HG01865 7 18.275 2 JPT EAS 1 KHV EAS
NA18965 HG01801 6 17.421 1 JPT EAS 2 CDX EAS
NA18966 HG01061 4 9.243 1 JPT EAS 2 PUR AMR
NA18967 HG02690 8 21.528 1 JPT EAS 1 PJL SAS
NA18968 HG00500 8 24.328 2 JPT EAS 1 CHS EAS
NA18969 HG02061 4 12.404 2 JPT EAS 1 KHV EAS
NA18970 NA20866 5 14.928 1 JPT EAS 1 GIH SAS
NA18971 HG01142 8 24.738 1 JPT EAS 1 CLM AMR
NA18972 HG00252 7 19.49 2 JPT EAS 1 GBR EUR
NA18973 HG00132 5 13.751 2 JPT EAS 2 GBR EUR
NA18974 NA20906 5 14.324 1 JPT EAS 2 GIH SAS
NA18975 NA19070 5 14.754 2 JPT EAS 1 JPT EAS
NA18976 NA19065 5 13.922 2 JPT EAS 2 JPT EAS
NA18977 NA19056 7 18.778 1 JPT EAS 1 JPT EAS
NA18978 NA18953 7 16.443 2 JPT EAS 1 JPT EAS
NA18979 HG03611 7 19.089 2 JPT EAS 2 BEB SAS
NA18980 NA11829 8 17.876 2 JPT EAS 1 CEU EUR
NA18981 NA11893 8 21.811 2 JPT EAS 1 CEU EUR
NA18982 HG02272 8 25.896 1 JPT EAS 2 PEL AMR
NA18983 HG01801 6 19.298 1 JPT EAS 2 CDX EAS
NA18984 NA18941 5 15.031 1 JPT EAS 2 JPT EAS
NA18985 HG03725 6 19.794 1 JPT EAS 1 ITU SAS
NA18986 NA12272 4 12.087 1 JPT EAS 1 CEU EUR
NA18987 HG02266 5 15.6 2 JPT EAS 2 PEL AMR
NA18988 HG02122 4 12.548 1 JPT EAS 1 KHV EAS
NA18989 HG00879 5 13.516 1 JPT EAS 2 CDX EAS
NA18990 NA07045 7 20.385 1 JPT EAS 2 CEU EUR
NA18991 NA11893 8 20.056 2 JPT EAS 1 CEU EUR
NA18992 HG00252 5 14.55 2 JPT EAS 1 GBR EUR
NA18993 HG02690 6 17.554 2 JPT EAS 1 PJL SAS
NA18994 NA19741 7 20.793 1 JPT EAS 1 MXL AMR
NA18995 NA19001 4 13.617 1 JPT EAS 2 JPT EAS
NA18997 HG01801 4 12.498 2 JPT EAS 2 CDX EAS
NA18998 NA20899 8 23.583 2 JPT EAS 2 GIH SAS
NA18999 HG02155 4 12.071 2 JPT EAS 2 CDX EAS
NA19000 NA12749 8 20.493 1 JPT EAS 2 CEU EUR
NA19001 NA18995 4 13.617 2 JPT EAS 1 JPT EAS
NA19002 NA19079 5 12.365 2 JPT EAS 1 JPT EAS
NA19003 NA18968 5 14.159 2 JPT EAS 2 JPT EAS
NA19004 NA18631 6 19.917 1 JPT EAS 2 CHB EAS
NA19005 NA18550 7 18.961 1 JPT EAS 2 CHB EAS
